"fake_review","fake_review_date","fake_review_rating","fake_user_id","fake_user_name "
"It is an okay place. Food is decent, bread for sandwiches are a little to crispy/ hard","1/31/2015","3.0 star rating","hPexbi5zpl6jHFObtrn6UQ","Ryan A."
"Went for lunch by myself one afternoon, and had a 20 minute wait at 2pm. Seemed odd at that time of day, but then I realized just how little seating is available. I ordered and was shown to my seat, at a counter squeezed in between many others. Some seem to enjoy this kind of atmosphere, but it's just not for me.I had the Conchinta Pibil Torta. It was tasty, but a little too spicy for my liking. Unfortunately, the highlights of the meal for me were the chips & salsa & guacamole, which are all available next door at Frontera and Topo. The real star of the meal were the Churros. They were delicious.I would go there once to say you went, would I return, probably not, there are way too many good restaurants in Chicago.","1/18/2015","3.0 star rating","9Lnn2xEzaiA62wGykEUouQ","Fatima G."
"We always stop here when we're nearby in Chicago. The churros and chocolate are tasty and sweet. The kids love making a mess of themselves with them. It's always busy, but we can usually manage to squeeze in without waiting too long.","10/24/2014","3.0 star rating","JR0k5U7RXGAtMI9hFVb0mg","Robbi T."
"It's an ok place.  The food is just ok.  I can't really tell if it's Mexican or American.  Try it for yourself.","7/25/2014","3.0 star rating","UEHjhSGEW58QmL6BQeyElA","Kayla S."
"The hot chocolate with Mexican spices was unique and tasty. Unfortunately, the long lines and insufficient, cramped, loud seating area keep me from going back. If you can go when it is not crowded I do recommend the hot chocolate.","7/25/2014","3.0 star rating","6syAO2xr5TaFyMd6sycMgA","Natasha P."
"nice food. slightly expensive.","7/15/2014","3.0 star rating","JvbOjRaNijO4ZBjaFEHmaw","Dj S."
"..was not impressed..","6/18/2014","3.0 star rating","lI7D9iVXXftXzfyYpGcQDQ","Ana E."
"Great food, but I don't like the seating/table arrangements in the restaurants (you share tables with strangers)","6/17/2014","3.0 star rating","sBzIY-6S-fIx30_4bXrrBA","Ryan R."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"I don't know why everybody loving this place, food is just average, nothing special, maybe i order wrong food or what?hope next time will get more good impressions","3/24/2014","3.0 star rating","cSruZUW7gkhyoj4562tGTQ","Nikita D."
"I had been here once for the first time, and I was in love with the place. Even though the line was really long, I really loved all the food. The second time I went I brought friends with me and told them about how great I though it was. We all ended up disappointed with the quality.","3/4/2014","3.0 star rating","wg-1dz08eP75iLgLBMFfRw","Borat S."
"Good food modern Maxican","2/23/2014","3.0 star rating","MgBvQYCpX4p2dmmZO7BVlw","F S."
"Very unique food and a good mix up in the city but some of it just wasnt that delicious and it was a little too exotic for my blood. Also the wait can be brutall. Take to go","2/17/2014","3.0 star rating","5W3Q62rBx8aGPm4HJdtOlQ","Jackie S."
"Not bad, good service, but food was kinda meh overall.","2/4/2014","3.0 star rating","HRxU2RMZwu3U6d1uY5Dx3Q","Erin H."
"great churros and sandwiches","1/19/2014","3.0 star rating","VwKgmQ0wulzm-7EdWtnS-g","Derrick L."
"I consider this place a spot to go for churros and hot chocolate, both of which are fantastic.While I do enjoy the waiting-in-line-drinking and camaraderie that can occur here, sometimes the wait is a bit too long. Also, the ONLY vegetarian option is smokey and heavy on the mushrooms, so if you don't like that, there is nothing else for you to eat. The salsas were also too smoky for my taste because that's really all you end up tasting taking away from all the ingredients, and guac was nothing special. I live for spicy food and was disappointed to find this place can only be a churro & hot chocolate snack place for me.","12/25/2013","3.0 star rating","AjGwTACo5Gi2pXnkoxB07Q","Suzy B."
"Definitately not worth the hype.","12/23/2013","3.0 star rating","KMk1bV9mUE1jv0V0XVCg9A","Jennifer L."
"This is a bit pricey, but the sandwiches are pretty good. It's the kind of place you go to if it's in the area and you're hungry, but not worth the line that's often there. The ceviches are entree sized and pretty good, so don't make the mistake of ordering that and a sandwich unless you're REALLY hungry.","11/23/2013","3.0 star rating","IRd4PYz3f2rSKdOrx20yPA","Trevor A."
"Food was OK, nothing we had stood out.","10/21/2013","3.0 star rating","B81YGDiJtfZVMWM_ezptfg","Michael J."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"If you are in a rush to eat... I suggest you keep walking by.  Twice now they have ""forgotten"" my reservation or ""conveniently misplaced"" my name on the list.  I was juggling two toddlers and sent my husband to check where we were on the list and they said they didn't see us on there.  I guess the girl I talked to didn't bother to write down our name before she took her break.We were just about to leave but they magically had a table to accommodate us.  We finally sat down after 45 minutes and the experience did not get better. Food was mediocre and I had to wait 10 minutes for a water refill. Will not be back unless they figure out some sort of organization.","9/19/2013","3.0 star rating","_luEThapRZWjcFaIS7C3EQ","Lisa J."
"Eh it's ok if you're in the area, but I wouldn't go out of my way for it.","9/15/2013","3.0 star rating","Z8Xny08Skn_ar5K1tJVrTw","Stefan L."
"very yummy","9/1/2013","3.0 star rating","57yPRKzwBIJonPqWRM98Cw","Craig W."
"Good food, but the service was awful.","8/28/2013","3.0 star rating","-dSbA-sd1-qXnpUs4n0jqw","Natalie F."
"I've been here many times and I think I generally go in with my expectations too high. It's good but not worth the wait during busy hours.","7/12/2013","3.0 star rating","Y7OTpVjJ7kTLvKSZWoS5yQ","Randall W."
"Pretty good.  Nothing spectacular.","6/27/2013","3.0 star rating","XDEi4lLZGq3rRG-U6NDuDw","Justin N."
"food is good, nothing spectacular, but the hot chocolate is soooo good. would go back again and again for that hot chocolate.","5/27/2013","3.0 star rating","_uFguNforBce0wfuGLdvlA","Kevin S."
"Hit and Miss.","5/4/2013","3.0 star rating","6CLkQVWjzvHk6ZGzHaPXOg","Patricia P."
"I was expect something more. Food there is ok they supposed think more about servings looking.  But OK","4/8/2013","3.0 star rating","Q_JcpFRdtgvKzr9nsyFTmQ","John J."
"Excellent tortas, but crazy overpriced!","2/22/2013","3.0 star rating","loWpUpBESoLmeIgYmjW2LA","Jesse F."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"Not bad- the chicken torta had some dark fatty meat in there which I wouldn't have preferred. Guac was pretty good- they don't have queso though. Hot chocolate was very thick- almost like drinking syrup so I'm not sure I would get that again. Been there twice now and just think it's okay.","2/1/2013","3.0 star rating","uLkR1daQPxX4p75oF7ItbA","Grace D."
"not worth the hype","1/6/2013","3.0 star rating","fM-ONntudoxppetNU7GO9A","Sunny J."
"might be slightly over hyped. paseo in seattle is better!","1/3/2013","3.0 star rating","66NTyVJACYC-7NbrUvRT5w","George L."
"Despite following Rick Bayless since his first PBS show, I was left underwhelmed by my 2 dining experiences at Xoco. The soup's main favor seems to be salt. The tortas, while fairly good will only start to fill you up. I would save your money for one of his more expensive restaurants.","11/28/2012","3.0 star rating","piYg2iKDkV877LjnbCzUsQ","Nick E."
"Some very tasty eats here, as might be expected from Rick Bayless. However, there's plenty of great Mexican food  in Chicago without the hefty prices and long lines found at Xoco. That being said, if you're in the neighborhood during lunch, and don't mind the line, it's worth a try.","10/30/2012","3.0 star rating","gxYbYkYRTXY8iYpsIKSZ3g","Kensington G."
"okay place but not worth the wait","10/22/2012","3.0 star rating","G-CupvRqew2wYbYUtpjFZA","Daniel O."
"I am definitely a fan of Rick Bayless having watched his show ""Mexico One Plate at a Time"" as well as watching him compete on Top Chef Masters.  My review is based on my only visit so far and the one item I got which was the ""Wild Mushroom Torta"".  It's one of the vegetarian options and although I'm not totally vegetarian, I do like to incorporate vegetarian meals in my diet. The torta itself was a great idea although for my tastes I found it a bit too salty .  It came with some kind of crumbly goat cheese, and the wild mushrooms were also seasoned of course.  The baguette-type bread the torta came in was a little hard in texture also but I suppose this is needed so the entire sandwich doesn't become a soggy mess.  Overall though it was a little hard to eat and could get a bit messy (I ordered take-out and ate along the Riverwalk one Saturday morning.)The salsa was some type of red chili de arbol and while it went well with the Wild Mushroom Torta, it seemed to overpower it.  Overall with the Salsa, the Mushrooms, and the Goat (?) Cheese too too salty.  I will be going back at some point to try some of the other menu items.  I am nevertheless still a Bayless fan.  P.S.  Be prepared for a wait also.  This spot is incredibly popular.....","9/16/2012","3.0 star rating","kXW5xXtf1tyf5Wcch0BGFA","Adriel T."
"So gf wante to come here because of the famous Rick Bayless, or whoever he is. We didn't even see the guy. Food was overpriced but very tastful. We tried some seafood soup. It was a bit spicy but very fulfiling. It was cool to look at the churro machine. Churro and choloate was good but small portion. I gave this restaurant 3 stars because it was too expensive for me.","6/9/2012","3.0 star rating","mivV_B_J278MzBJWe0hTKw","Larry J."
"I think XOCO's food is great; however, I didn't feel like the amount of food justified the prices. For lunch, I had the tortilla soup and tamales-maybe I didn't order enough? Anyway, I'm still considering going to Topolobampo sometime, so the Bayless empire is still good by me :)","6/3/2012","3.0 star rating","d4VRXWxEcl4BBjE9PmXCWg","Lily N."
"This place is OK. Nothing that special, and the prices are pretty steep. I guess I should try it again.","11/5/2011","3.0 star rating","Ai7GhBeBg4k4nCZaC8BM4w","Harry B."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"Rick Bayless you can do better!!!! but I'm still your fan!!!","4/8/2011","3.0 star rating","n6Ps6-jFl36zXsm1KClKyg","Brian M."
"I love Rick but had a so-so experience here.","12/3/2010","3.0 star rating","44IF1TmhQ3-7COq24AVGxQ","Nicholas W."
"This place has wonderful food, but it's not authentic and it's highly priced.","11/14/2010","3.0 star rating","lNjFQcmAtBLdMS5rHyOOiA","Heid S."
"This place is good, but not exactly a huge fan. The price is a bit high relative to the service and quality of food. I would rather go to local restaurants and pay about half. Rick's flagship restaurant is damn good and worth every penny, but XOCO is simply nothing impressive. It's good food, but nothing impressive. This might have been like a hyped up movie... good, but didn't live up to the expectations.","7/31/2010","3.0 star rating","X0qeOfOWvhj8xA4DNrKYIQ","Megan S."
"This place would be perfect if you could get food to go.Great food, terrible service, awkward layout.","11/4/2009","3.0 star rating","UonTd2mn05E4GPdUZRzZAQ","Jill K."
"Love the mushroom tacos and other vegan delights.  Got delivery (Caviar delivery service) and they did an awesome job, thanks to Bree.  She was insanely helpful when I called.","4/24/2017","4.0 star rating","y19Rdl4eJbghnceX7mY6ag","Julie S."
"Churros, churros, churros.  It's so tempting to stop by every day.","2/13/2017","4.0 star rating","kLY4DOj9Fy6oprpozKunRA","Katy K."
"food was good service not so great","1/21/2017","4.0 star rating","47SHiecIdTchwADomhWSbQ","Spearo J."
"Xoco has very good food. It's one of the better Mexican restaurants in Chicago.","12/22/2016","4.0 star rating","zN4O0orce91BnGwmjyA7GA","Jacob G."
"Great spot for a lunch sandwich. A little pricey, but totally worth it for a great sandwich.","12/2/2016","4.0 star rating","B6UnB5TPFdNpBLQI7mhrUg","Ryan P."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"To paraphrase a quote from lloyd bentsen; &#34;rick; i have served tortas.i currently live in las vegas which i consider to have some pretty good mexican food but this place takes the cake.we finished with churros with chocolate sauce.i came here for the dessert; specially the pistachio churro.amazing taste; amazing hot sauce; just a premo place to hangout and chow down.pretty awesome concept with uniquely delicious food and hospitality.might have spiked my blood sugar for the morning; but it was worth it.i heard this place can get pretty packed/busy during lunch on weekdays.definitely intense in flavor and very rich.i got there at 6pm on a weekday and there was no line whatsoever.","11/9/2016","4.0 star rating","HtQxVmeWk5Izppi9QpmRIQ","Zoe P."
"Too trendy, but solid meal. Can I get something better and cheaper up north, absolutely. But then it will not be Rick Bayless.The drinks are better than I thought.  The service could be a little better, but guess they are doing the best they can.","8/1/2016","4.0 star rating","vn3cSK67tCUm7f_c-srLlQ","Don M."
"I really enjoyed the chocolate espresso here. Really good flavours but the coffee could have been a bit stronger, but I'm not really complaining because the chocolate in it was exquisite(something that you can't find anywhere). There would be a downfall, this could be the space (a bit small). Sometimes it can get busy, so you have to wait, so avoid the rush hours. I'll be back for another wonderful experience.","6/30/2016","4.0 star rating","k6ALY6MXaYtuTk5Ht_N8IQ","Paul P."
"Nice fast and casual concept, good Mexican food, you can find some real traditional dishes like the torta ahogada ( original from Jalisco México ) A couple of salsas were served with chips both were pretty good, the green salsa was super fresh with a tangy flavor The app were excelente !! I really love guacamole with fresco cheese and pumping seeds it was GREAT !! I try The torta de milanesa as my main entree and It was ok, no complains about the flavor but the bread was more like a panini instead of a traditional torta.The service  was friendly but for a lunch visits I think the kitchen was a little on the slower side.The overall experience was really good, you definitely can tell when a place is different from the rest and I truly believe that here you can find some real and good Mexican Food.","5/24/2016","4.0 star rating","ryvIjP_LwVRc_TAvlQnAEw","Cesar V."
"I like this place this is my second visit.  Actually, I first had this, I was thinking to myself, where have you've been all my life. Probably, coz I don't even have a time to hang out in Clark. :D . Wow, food and service was so amazing. Dishes are cooked to perfection.  I got their CUBANA, and it's perfectly taste great! Food-at-its-best. XOCO is definitely a Gem of Chicago IL and lives up to the hype.","3/25/2016","4.0 star rating","QoDWWdU1dTnzBwdWjCPStg","Riley G."
"Xoco is an ideal spot to have quick takeout, and you're much more likely to get in here quickly than Frontera! Delicious sandwiches, soups, churros, and Mexican hot chocolate. I especially like this place in the late fall and winter - so comforting!","3/7/2016","4.0 star rating","0EjTKOm2eJAN9vTJUnereg","Paul B."
"Yummy! Not very quick, but worth the wait.","2/9/2016","4.0 star rating","Rg_VM3IajaIoIJPRm3Vg7w","Cassandra A."
"Awesome lunch spot. You will not be disappointed. Although, you should be prepared if you want to eat in...the place is always packed.","12/27/2015","4.0 star rating","GSsJ1MPjJC0EVD1C6Wv0KQ","Devric H."
"This was delicious food. The place was cramped and busy, but I suppose that's a symptom of serving yummy food. My friend and I both had a sandwich that wer small but flavorful. I made sure to grab some churros to take home to my kids when the meal was over. Definitely recommended.","10/14/2015","4.0 star rating","jNe4bNuiMsrT44EPy5VEoA","Harold V."
"I love this place for its quality service and food. Excellent drinks! Grilled Pork was really tender and flavorful. I will surely recommend this place to some of my friends.","8/27/2015","4.0 star rating","xBVkTYp3ZIAgB1lZ8fljJA","Shane Z."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
