"fake_review","fake_review_date","fake_review_rating","fake_user_link","fake_user_name"
"Last meal for 2016 and first for 2017On our way to watch the Chicago Rising, we wanted to grab some grub and warm up a little bit with some brews, and this place was conveniently right down the street from the event.Herbert did an awesome job with his recommendations on tapas selections and beer. Rating from 1-10, we ended the year 2016 with my favorite being the Lamb Ribs(10) and Roasted Bone Marrow(9) thus starting 2017 with some Pancetta-wrapped Guinea Hen(8) Beef Brisket(8) Smoked Scallops(7) and Crispy Pigs Ear(9). All the food came out at a steadfast pace giving us just enough time to finish each plate.  Beer wise, I chose their Moody Tongue Chocolate Churro Porter from Illinois which happened to be the perfect combo for my taste buds.Can't wait to come back for some more tastings!","3/1/2017","5.0 star rating","https://www.yelp.com/user_details?userid=A1yK1QyPaahfwp38zqn2Bg","Lawrence M."
"This place blew my mind.My party and I came around 7pm on a Saturday night and were quoted a two hour wait for a table in the dining area. Instead of waiting that long, we opted to order on the outside patio, where the full menu is available. Be warned, there are no chairs to accompany the tables; however, the wait time for food was not that long, so its bearable.Once our server greeted us, we asked what he'd recommend. Like any other server at any given restaurant typically says, he said everything was good... at least five times. Even when we asked him to choose between two options several times, he continued to reiterate that everything was good!But I completely understand why. EVERYTHING -- and I mean everything -- was phenomenal. We ordered the Milk Braised Pork Shoulder with Mashed Potatoes, the Octopus with Green Beans, the Short Rib with Pomegranate Seeds, and the Turkey Leg. Each of our four dishes had a distinct flavor profile that left me on Cloud 9.The only thing we weren't overjoyed with were the cocktails, but the food made up for it!!","12/21/2016","5.0 star rating","https://www.yelp.com/user_details?userid=pE-Pw82WqEtlDCwB-jc_ow","Niki P."
"Solid 4 stars. Had 4 different types of plate. The pork plate is too salty. Enjoyed the octopus, calamari and Brussels sprouts. They were unique, 4 sharing plates were $78 for two people.","3/21/2017","4.0 star rating","https://www.yelp.com/user_details?userid=xsE8rdtdSzJDLMeg5j8nHQ","Lana N."
"The ""hipster"" sitting next me wearing a Greek fisherman cap and an ironic tee shirt commented, ""That rillette looks amazing. Is it?"" The Purple Pig is that kind of place. The seemingly uninformed, are. The rillette was indeed good. Everything I have ever eaten at The Purple Pig has been good, if not great. I don't live in Chicago, but with the exception of Blackbird (another Chicago favorite) I've eaten here more than any other place in the city. I first dined here shortly after opening. Since, I have popped in whenever I could and NEVER have been disappointed. The only disappointment typically arises when I can't get a seat. When people ask for Chicago recommendations, The Purple Pig is always on the top of my list. After these many years, it was good to gain affirmation of over a decade of support. This time I was enthralling by the Milk roasted Pork Shoulder served over the creamiest of mashed potatoes and deep fried farro. The Deviled Egg was a unique twist, stuffed and breaded, then fried. Hummmmm! The lemony dessert was also very fine. With this restaurant and this food it is virtually impossible to find a flaw. I simply cannot say enough good things about this place. Order anything and then order another dish because you'll want it. You won't be disappointed.","3/20/2017","4.0 star rating","https://www.yelp.com/user_details?userid=Htx0bjQtOsoEIVBoSbjh5g","Jeff D."
"We came here around 7ish. There are no reservations at this place so it did take awhile to get seated. We ordered the roasted bone marrow, octopus, and the tom & Jerry steak. Everyone was so delicious and had so much flavor in them! The steak's portion was huge. 3 people can basically share that plate. I really enjoyed each plate! Service was also good. Everything about this experience was awesome!","12/11/2016","5.0 star rating","https://www.yelp.com/user_details?userid=_dJfp_fxV-7r2W0yQ7SMPA","Nhu N."
"I came back and tried more dishes. Seriously trying to make my way through the entire menu. Just as good this time as it was last!","3/15/2017Updatedreview","5.0 star rating","https://www.yelp.com/user_details?userid=Z6UZvxZDgDsFn-f54QDzpQ","Susan L."
"My review is solely based on the food quality. I recommend visiting here if you are in Chicago. I ordered:Pork shoulder - This dish was perfectly cooked, the flavor of the gravy was not overpowering and the portion size was just right. The meat was tender and didn't have any fat! I sat at the end of the bar bc it was the only spot available unless I wanted to wait 15-20 mins for a shared table. The waiters/tresses picked up all drinks from the bar to my left, which wouldnt have been too bad if they didn't stand there and gossip. I learned all sorts of good stuff about the staff including who was actually good at pairing wine with food. I expected that the bartender would give me a brief description of the food items or maybe even make a recommendation. He forgot to give me silverware and a napkin, I had to ask.","3/20/2017","5.0 star rating","https://www.yelp.com/user_details?userid=MAZX8tX1kdjRQmuR9LaZdw","Jaime G."
"I'm so glad I finally made it out to the Purple Pig!! We (3 of us) came in on a Saturday night around 10pm and we were seated right away; it was busy but not as busy as I thought it would be.  It was snowing so not sure if that was a factor.  We chose to sit at the bar vs one of the communal tables.We had the following small plates:-Bone marrow smear with buttered, toasted bread and herb salad.  I loved this, one of my favorites of the night-Pork shoulder with mashed potatoes; truly melt in your mouth delicious like other Yelpers state!-Ricotta gnocchi, tender and very good.  I thought the ragu sauce was just ok though-Pork belly, an explosion of flavor as my sister said! Another favorite of the night, our only complaint is that there were only 3 pieces -Tenderloin beef slices, I was so full and probably on my 3rd or 4th glass of wine :) when we got this but  I remember this being very tender and flavorful -Fried brussel sprouts, this was probably my least favorite and I thought it was bit salty.  I wish we ordered the broccoli insteadWe ordered 2 bottles of a French red (cab/merlot blend); they have a very good wine selection.The service was very efficient, they worked as a team and food came out fast.  It was fun to sit at the bar and watch the food get made.  I would love to come back to try the fried pig ear, broccoli and octopus.","12/11/2016","4.0 star rating","https://www.yelp.com/user_details?userid=lgNM7aQ2LMGlCZVxSTLYHg","Carla M."
"Absolutely awesome food experience. We started with the cured meat of duck and then ham. Paired well with sweet pickles and bread. Then we had fried brussel sprouts seasoned with lemon thyme. (Awesome taste). Our server, Jorge, recommended a great wine from Spain which paired well the the meat.My son ordered the clams which was served as a pastry covered pot pie. By far the best I have had in years. I had the gnocchi with ox's tail. Spicy good. Then we had the chocolate dessert with mango foam.","3/22/2017","5.0 star rating","https://www.yelp.com/user_details?userid=Y4rn66dRNDb6uNFoj4HA8g","Chris H."
"Eh. The only wow factor was the bone marrow. It was really delicious! Their pigs ear kale was SOOOO SALTY! What the heck. We mixed it, as directed, but holy cow it was way too salty. The only drawback from my experience here was their seating. Ok perhaps I got the bad luck of being stuck facing two drunk couples but I still don't appreciate the complete lack of privacy. I really couldn't enjoy my food while being forced to listen to the two mid-aged couples sucking on each other's face throughout my meal. The bone marrow wasn't enough for me to return.","3/11/2017","3.0 star rating","https://www.yelp.com/user_details?userid=y6RhFJw75UVh5MBddVsbEw","Sara Y."
"I strongly feel like this place is OVERRATED! The food was okay, definitely doesn't worth the wait (1-1.5 hr). One thing I find the person who assigned table was quite RACIST. I decided to take a friend of mine who came visit to Purple Pig for something nice. We went in right around Purple Pig open, so we didn't have to wait in line. I guess the person who assigned the table assume that we are Asian, so she decided to put us at an awkward corner sharing table with another large party of Asians who were also there for celebration. I AM NOT COMFORTABLE WITH THAT AT ALL. I found it VERY disrespectful.(We are all Asian doesn't mean we should be all squished to one table!)I, then, asked if there's any other table open. The lady just gave me a look like I annoyed her. We were later seated in the back on the outside closer to the kitchen entrance, but it wasn't terrible (comparing sharing with a large dinning table to a Large party). Food for that price... I have to say I would spend the same amount of money else where for better food. In general, I don't think it worth the wait nor the price. Probably won't go back again.","4/8/2017","1.0 star rating","https://www.yelp.com/user_details?userid=9lLBUN8uGbjCUT6awLFmAQ","Ann H."
"Wine Swine and Dine is exactly what I did here. This place is packed ALL THE TIME. Luckily hopped in on a Friday evening around 3pm (do not take reservations) and had a few tables but opted to sit at the bar. Great choice because the wait staff is phenomenal. They know there wine and helped me taste and pick which suited my taste buds. Small plates to share are the way to go. The pork neck bone gravy with ricotta was divine. Very much described as ""comfort food"" esp. on a col Chicago day! Also the broccoli with roasted garlic, breadcrumbs in an anchovy vinaigrette--MUST HAVES!","11/28/2016","5.0 star rating","https://www.yelp.com/user_details?userid=tzQaJ4-X7wZocpYBKKCRhQ","Ariel D."
"4.5 stars to be precise!Having heard a lot about this place and what its doing with its offerings, we definitely had this locked on our bucket list for this past weekend. Ambiance : Chilled Out, Bar Style, Casual. The Bar style is important as the place can get quite loud to the point you can't really hear your own partner if you've come here simply for its food. Service : As expected of a place like this although being that it was so heavily packed when we went in, it was impressive that there was ONLY a hint of tardiness between meals.Food : Ah the stuff that makes this place so famous. We tried the famous ""Roasted Bone Marrow"" for appetizer. The marrow was silky and oh so good! Shame it was too little though. They serve only half the bone so the portion is minuscule if you're going to share and will end up scraping it across your toasts.               For the Mains, we tried the Milk Braised Pork Shoulder and Octopus with Green Beans. Now truth be told, I'm a picky pork eater but damn was this one of the best Pork preparations I've had in quite a while! The pork was cooked so perfectly that despite being stringy, it withered away with tenderness! And boy o boy that mashed potato was like butter! Combine them both and you were in pork heaven! Amazingly, for the other dish too my sentiments were almost similar. The Octopus was chunky and yet so tender and juicy it's worth applauding that the chef cooked it to perfection! And for the accompaniments, I don't usually crave greens with my meat, but those beans and potatoes were so well seasoned and pan fried that I couldn't stop eating them!!. A lot of superlatives going here but stay with me coz we now come to Dessert. As recommended by the server, we tried the Sicilian Iris. A warm and freshly made beignet stuffed with gooey goodness of ricotta and chocolate! I didn't know those two played so well before :). Suffice to say, I prefer this ""stuffed"" version of beignet over that traditional sugar dusted non stuffed ones any day!!Now I know there are tons of gastronomic delights in Chicago to choose from, but if you're ever here, please do visit this place!!","2/15/2017","4.0 star rating","https://www.yelp.com/user_details?userid=0RmBe3_3nXLE6bGiC8FvGA","Akshay S."
"I was under the impression that this place served small tapas and plates but everything I ordered was bigger than expected. We expected a long wait and were told over the phone that the wait could be 2-4 hours during the dinner hour so we decided to come at around 10pm to avoid the wait. We still had to wait for a table but we were given the option of ordering from the full menu and eating at the outside patio if we wanted. We decided to stand around a table outside and order from the menu (no seats but we didn't mind standing and eating since the table was tall). Eventually, by the time we figured out what to get, we did end up getting seated inside. Amongst my four friends, we ordered the Tom & Jerry steak, the turkey leg confit, and the pork shoulder. We later realized that it was a lot of meat for a late night meal. Everything was really good but because we chose all meat dishes, it did get a bit salty without some vegetables to balance it out. TOM & JERRY STEAK (Meant for at least 2 people)This was the most expensive item we ordered but because it was meant for at least two people, it's actually on par with the other individual entrees. There is bone marrow in the center that our server said you can spoon out and put on top of your meat like ""butter"". Steak overall was very good especially with the sauce. TURKEY LEG CONFIT WITH CRISPY LENTILS, NAPA CABBAGE, & AGRODOLCE I never thought I would like lentils but it gave a nice crunch and I found this dish balanced well when paired with the cabbage. The meat was tender and it came apart off the leg very easily. Since the turkey leg is so huge, I think you can easily share this dish with a friend. MILK BRAISED PORK SHOULDER WITH MASHED POTATOESThe pork shoulder was also quite tender but I think I enjoyed the mashed potatoes and gravy more as the gravy was delicious. I had the highest expectations for this dish since it seemed to be the most mentioned in the reviews but it actually fell short of my expectations. If you like pork and meat, then this restaurant is the place for you. Everything we tried was delicious and flavorful but it does verge on being too salty at certain bites. I wouldn't wait two hours for here but I would come back again at around the same time at night when the wait is way shorter and it is less crowded. I imagine that the wait is this long probably because people are spending a whole hour to finish up their bottle of wine.","12/21/2016","4.0 star rating","https://www.yelp.com/user_details?userid=ZGTuCOVq7I4bsyypXAFcLw","Diana C."
"After work, this is prefect...My go to is the neck bone ragu with ricotta and the milk braised pork shoulder with delicious mashed potatoes...Cheeses are house made meats are great... They have a ridiculous wine listHave tried other items - all good... Octopus, sardines, pig ears...","4/18/2017","5.0 star rating","https://www.yelp.com/user_details?userid=qTWnV4hHXmmGxMOtPGCkHw","JT L."
"Probably you ended up here like me, by sorting the most reviewed places in Chicago. Fortunately they served arugula with most of the dishes so I didn't starve. I was with my friend who is on ketogenic diet and he 100% agreed with my opinion. Don't get me wrong if you're very hungry food is ok! Service and cheese and arugula 10/10. Meat 3/10.","4/20/2017","3.0 star rating","https://www.yelp.com/user_details?userid=8AFzPrZcvul7iaqM685eWQ","Angelika S."
"After many recommendations - both Yelp and from friends, my wife & I visited last night. Thankfully, despite the warnings, we walked in and were seated immediately.  We sat inside at a cozy marble topped table for two. They also have an outside area, that's covered and heated - and is much quieter than inside. There was music pumping so conversation was tough - between the music, people speaking loudly to get over the music, and the occasional staff yelling to announce food is ready!  Service was great - polite and on top of things - both our waiter and the servers that rushed the food to your table when it was ready.  The cocktails were on the small side, but were also on point...unique, flavorful and not too weak.We ordered the almonds, pig ears and cannoli - all were delicious. Our least favorite was the ""tater tots"" - we were not a fan of the sofrito.  The carrots & plantain dish was delish and was our favorite.  We stopped there, in an effort to preserve our waistline and pocketbook. However, there's a distinct possiblity we are returning tonight to get the Brussels sprouts, pork shoulder and fried cheese :) My only real complaint was the noise...if only they'd turn down the music a couple of notches.","3/23/2017","4.0 star rating","https://www.yelp.com/user_details?userid=cfl9KM4kRC03Ns6ErGhRxw","Mike I."
"This place is one of the hot dining spots in chicago, especially for tourists. My sister and I got there for dinner, and there was a wait. but they had a outdoor patio area where you can still order some appetizers and drinks while waiting, they had heaters too so that was nice since it was freezing in Chicago during that time. When we got our table, it was a shared long table. Our server was very nice and recommend some popular items. These were the items we ordered to share:-Octopus (with green beans, fingerling potatoes & salsa verde) - Super delicious!!-Pigs ear (with crispy kale, pickled cherry peppers & fried egg) - Crunchy, felt like i was eating fries haha-Sicilian iris (for desert) - sweet, it looked like a beignet -Razor Clams with oregano, lemon and olive oil - appetizers, soon good! wished it was bigger-Lamb ribs - I usually DO NOT like lamb because it's too gamy, but they did a wonderful job of covering up that gamy flavor of the lamb. Super tender-braised pork shoulder - very soft and tender as well!Everything was delicious. Very interesting and strong flavors. The only thing for me was that everything was so strong in flavor that it was tooooo much flavor after having too much of it. I can definitely see why this place has the amazing reviews that they do. Service was wonderful, atmosphere is fun, and food was very unique and a must try. However, eating too much of it made me feel nauseous personally just because i'm weak sauce when it comes to TOOOO much flavor and I guess mixing all those strong flavors in my mouth in one dining experience.As you can tell, this is probably just a personal issue, so I would definitely recommend The Purple Pig.We enjoyed our dining experience very much.","2/20/2017","4.0 star rating","https://www.yelp.com/user_details?userid=cXRv-LkLMUR4_bNvc67rDw","Katelin N."
"The octopus with green beans and the charred cauliflower definmitly worth it! Came late so just waited 20 min but was still full! The service was good, we shared a big tableSmall plates everything for sharing, the price was so/so  but really tastefull food! Fast service also","4/2/2017","5.0 star rating","https://www.yelp.com/user_details?userid=2BWC5upjK_AAcvPlZbWx1A","Irene B."
"Before visiting Chicago, I asked 3 unacquainted  friends for restaurant suggestions, and The Purple Pig was unanimously recommended. Despite the high expectations, the food totally blew me away. I visited at about 4pm on Saturday, and the place was already (still?) packed. We were lucky enough to get seats at a long table right by the entrance, but the location did lead to some awkward and uncomfortable bumping as people entered and exited the restaurant. As far as food, we went with the roasted bone marrow (spread), the broccoli antipasti, the clam and cuttlefish brodetto, and the milk braised pork shoulder. Each was delicious and flavorful in its own way. The bone marrow was essentially meat butter and was a tasty spread for their perfectly toasted bread. Topped with some sea salt and salad, each bite was so well balanced in flavor and texture. The brodetto was served like a black pot pie and its cool appearance drew the attention of others sharing our table.The broth was terrific (although very hot, like magma hot), especially when soaked up by the octopus ink pita bread. My favorite dish was the tender and juicy pork shoulder, which was a much bigger portion than I expected. It should come as no surprise given the restaurant's name, but they do pork really well. My friend's favorite was the broccoli, which was crispy, fresh and loaded with roasted garlic flavor, then topped with toasted bread crumbs for an extra crunch. I know it's only February, but this might go down as one of, if not the best meals of 2017. I can see why people love this place, and like my friends before me, I will be recommending The Purple Pig to anyone visiting or living in Chicago.","2/10/2017","5.0 star rating","https://www.yelp.com/user_details?userid=KvqKPFEpmN-VKUtRkoDeVA","Lee Roy C."
"The plates are very small and overpriced for the type of place it is. I mean it is cute and the food is delicious but its a simple restaurant for what they charge. We ordered the calamari which were delicious !","4/17/2017","4.0 star rating","https://www.yelp.com/user_details?userid=TQsRSZtFh2PqaR6wy8Dfjw","Katha N."
"Burrata cannoli - Yes! I wish it was a tad bit bigger in portion size for the cost and a little more burrata taste ... it was overwhelmed by the garnishes and the crispy outer layer. But I would get it again.Bone marrow - Meh. I've had better, it was really oily and one marrow accompanied by 4 big pieces of bread. Should've been two marrows... maybe California restaurants are more generous?Gnocchi - Pretty good. Firm on the outside, doughy on the inside. Well made but I don't think it was housemade.Milk braised beef - Must get. Tender, well seasoned, unique.I'd recommend this place for Chicago visitors but I'd also caution them to be sure to pick the right items. This place used to have a Michelin star but I can see why they no longer have it: the dishes need more effort and thought into them.","11/22/2016","4.0 star rating","https://www.yelp.com/user_details?userid=PWWYYYfUktYe3Ini0AkG1g","Sharon C."
"As good as it gets! I had high expectations coming here and Purple Pig sure didn't disappoint. Conveniently located in the core of downtown Chicago, the restaurant itself is cozy and comfortable. We sat on the heated patio which worked out great. We came in late around 10:00PM on a Saturday night and did not have to wait (the restaurant was still fairly full!). Service was fine. We ordered the following:Pork Shoulder 5/5 - tender as hell, with a rich creamy sauce. It's pretty heavy but excellentOctopus 5/5 - grilled perfectly and tender Bone Marrow 4/5 - tasty bone marrow served with bread as a spread, it was my first time and i enjoyed itFoie Gras Lobster Sausage 3.5/5 - perhaps the least impressive for mePig Ears 4.5/5 - packing with flavours, it was a bit salty but i really enjoyed it. Crispy and great as an app. Overall, I'd highly recommend visiting if you're in Chicago. It's a popular joint so try off hours to quick seating.","11/15/2016","5.0 star rating","https://www.yelp.com/user_details?userid=gnT-tmrXE3BupwTODOREvQ","Lester C."
"I loved everything here! It was so delicious and lots of unique flavors that I couldn't get enough of! I came with a friend on our short visit to Chicago one night around 930pm and it was very busy! We were lucky there was only 2 of us and a spot had just opened at the bar so we were seated right away. Right off the Magnificent Mile, me friend and I started getting hungry after some shopping and saw that this place was close by. Very cool atmosphere. Staff was nice, we were served by the bartender and he was very attentive. Ordered wine but I noticed they have a lot of cocktail choices, wish I got the chance to try them! Noticed a lot of patrons drinking the night away there!My friend and I split the JLT Pork Jowl ($13), Squid stuff with Prosciutto ($15) and Milk Braised Pork Shoulder with mashed potatoes ($13). We weren't starving when we came but still hungry and we're full by the time we got our last dish. Everything we got was amazing!! I think the flavor that was definitely most intriguing and memorable is the Squid. The black sauce that it comes with brought the dish to a whole other level! Wish I could eat it again! This place definitely seems like a cool spot to hang out with some friends. Mind you it gets busy though. I was kinda glad it was only 2 of us. I think prices are fair given the type of restaurant, service, food presentation and atmosphere. I wouldn't say cheap, but fair. Will definitely plan on revisiting this place if I'm ever back in Chicago.","11/17/2016","5.0 star rating","https://www.yelp.com/user_details?userid=wWfQzlgxd9-SntrW8_M8VA","Emmy F."
"I'm not sure where to start. We LOVED this place! We came around 7 pm on a Sunday and they were pretty busy but we were lucky enough to be seated right away. We had called about 10-15 min before and they said there would be a 20-30 min wait. The food was spectacular. I've never been so impressed before. We ordered 4 items:Roasted Bone Marrow with Herb Salad & Sicilian Sea Salt - OMG. Delicious. It's served as a spread with bread. We've never had bone marrow with bread before, but it was amazing. Everything went so well together! And I especially loved the herb salad with capers, it complemented the bone marrow so well. MUST TRY! $14Beef Tenderloin & Beef Cheek Pie with Horseradish & Broccoli Ice Cream - the meat was super tender and melted in your mouth. The horseradish was like a mousse. The broccoli ice cream was different too but both went well with the dish. This was our least favorite dish but we still liked it a lot, we just didn't feel that WOW factor. $20House Cured Sardines on Toast with Avocado Green Goddess, Salsa Verde & Fennel - this was a really great dish. It wasn't too fishy and had the right balance between toppings, toast & sardine. All the ingredients went very well together. $12Last but not least..Milk Braised Pork Shoulder with Mashed Potatoes & Puffed Farro - hands down our favorite dish of the night. Another MUST TRY! The meat was so tender and it just fell off and onto the fork, ready to be eaten! I enjoyed the contrast in texture of the farro and the pork shoulder. Again, everything went so well together. The mashed potatoes were more like a puree but it was good. $19Overall, this place is packing with flavor and I would definitely recommend it to anyone! The dishes are portioned fairly well, and I would say the prices are pretty good for the most part. If only they had another location in California!If you're thinking about whether or not you should try this place or not, JUST DO IT AND GO. Trust me, you won't regret it.","3/5/2017","5.0 star rating","https://www.yelp.com/user_details?userid=h_IxHplvi_W80fXIjDYDSA","Charleen B."
"Stopped here on a Sunday around 1:30 PM and my husband and I were seated right away.We ordered four plates to share between the two of us and it seemed to be just the right amount. Granted, we weren't starving when we arrived.We started with the roasted Brussels sprouts which were great. Moved on to the bone marrow which we had never had before. I enjoyed it more than my husband but was glad the greens were supplied, as it balanced out some of the greasiness. My husband loves lamb so we went for the lamb ribs next. The flavors were great, but there was too much BBQ sauce on the ribs and it overpowered the taste of the lamb. I literally took most of the sauce off.Finished with the pork shoulder, which was my husband's favorite. Tender and full of flavor! Service was attentive and we always enjoy eating tapas so we can both try new items.","11/12/2016","4.0 star rating","https://www.yelp.com/user_details?userid=AK8q2vlPo2WvR-6WUEc2Sg","Karen B."
"Came in for lunch on a Wednesday around 12:30 and there was no wait to be seated for a party of 2. (: In general I found everything too greasy and too salty. Our waiter was super friendly and we ordered almost everything he suggested (what they're famous for/staff favorites).Broccoli (Antipasti) - It's hard to go wrong with roasted garlic! It was drowning in anchovy vinaigrette though. Very salty.Roasted Bone Marrow (Smears) - My favorite dish! Very greasy but delicious. It comes with salt but I preferred it without.Housemade 'Nduja (Smears) - This was very strange. The bread had a layer of something sweet under the cheese, and the nduja (spreadable pork salumi) was very salty - I guess we should have put less but they gave us a lot. The giardiniera (pickled veggies) was pretty good, but it was just all a strange combination that did not go well together.Pig's Ear (Fried Items) - Nice presentation. TOO SALTY. The pig's ear pieces were fried to a crisp so you couldn't taste it at all. They were also sliced super thinly before frying so you don't get the actual texture of pig's ear either (I love eating the Chinese style of pig's ear salad). The crispy kale was delicious.Octopus with Green Beans - The octopus was really nice and tender. The taste of parsley was too overpowering though. Very greasy.Milk Braised Pork Shoulder - Apparently what they got featured on TV for. The pork was very tender and fell apart really easily. Once again, too much salt. The mashed potatoes were yummy!Wish we had room for dessert, but we ordered too much food and had to take home a lot of leftovers. Did not really feel like it was worth the money though. ):","4/4/2017","2.0 star rating","https://www.yelp.com/user_details?userid=59YUTbsoKBLjLbT4qLvyPQ","Connie F."
"I've been wanting to try this place every time I'm in Chicago but it just never worked out. I finally got to go for dinner and I need to go back soon to try everything else on the menu.I went on a Monday evening around 6:30 pm and we got seated right away (just 2 people). There were a few tables available and some seats at the high tops but by 7:30 it was pretty packed. Everything on the menu are served as small plates and I think it's great to share so you can try a little bit of everything. Each person could prob order 2 things at least and you'll leave satisfied and full. The service was also excellent. The waiters were very attentive and food came out at a good time. They also were really good and spot on with their recommendations. We started out with cocktails, the sun n done and nick n liz. Both were really well crafted cocktails just depends if you prefer vodka or bourbon. We had the swordfish checkerboard crudo; the fish had a very subtle taste so you were able to taste everything that was placed on it, I can't even remember all the stuff on it but it worked. The bone marrow was one of my favorite dishes we ordered. The portion was big and it can definitely fill you if you don't share. Another dish we ordered was the fried pig ears and crispy kale. It was topped with a fried egg and you just cracked the yolk and mixed it all together, you can't go wrong with that. My absolute favorite dish was the lamb ribs with Israeli couscous and pomegranates. The ribs fell off the bone and the sauce was the best thing ever. As if we just didn't have the best meal ever we wanted to try the dessert. So we got the sticky date cake and the panna cotta. The sticky date cake with the orange frozen yogurt and pistachio butter sauce is an absolute to die for dessert. Overall one of the best meals I've had and I think for the quality of the food and the portions this place isn't pricey at all. There's a lot of options on the menu and everything looks unique and different so I definitely can't wait to go back and try some new things.","1/31/2017","5.0 star rating","https://www.yelp.com/user_details?userid=s-kmSDkixx6Vw_n7hmMPsw","Jessica P."
"Wow. WOWwowwow!!I bookmarked the Purple Pig on a whim when searching online for potential dining places close-ish to the Theatre we would be going to and the Museum we would be visiting beforehand. And just...wow.I am sure it helped that we came in for an early meal very shortly after they opened on a Saturday morning. We weren't there more than 30 minutes after they opened, but they were already almost full! It helped that there were only two of us...It is very close inside. Tight aisles, very narrow ways between tables. If you aren't at a bar table, butts will be in your face. But you know what....it was ok. They are in A1 prime real estate, so I get making use of every single inch of space.I was a little confused about who our server was at first. Water was brought by one person, a menu and inquiry about a drink order from another. And then the third and final server came by to take our orders.The food...was really wonderful! We shared four dishes: the Bobota ""Greek cornbread"", the brussels sprouts, the hummus and the chorizo panini.The food came out surprisingly quickly, especially considering how busy the kitchen must constantly be and how packed the place is. The same can't be said for other tapas places I have been to (*coughArtesanoInLouisvillecough*) And that food....absolutely delicious! I love all brussels sprouts and these might be my favorite I've had! Teach me your waaaays! I wish i could have spent all day there, eating everything on the menu...but schedules and and my wallet said no.All said though, with tip, we paid about $50. Which I think is a pretty great price for a meal for two people in Downtown Chicago. I assume this place gets insaaanely busy during peak times. If you are willing to wait, it is certainly worth it! Or....go mid-afternoon if you can swing it.","1/29/2017","5.0 star rating","https://www.yelp.com/user_details?userid=AQGMTHae70n3MnONotAuYQ","Kathy V."
"This would be my go-to Friday dinner spot if I lived in Chicago. Sit at the bar and watch the madness as chefs crank out a seemingly endless array of drool-worthy creations.Food favorites:+ lamb ribs - oh my. These were the last dish and I thought I was too stuffed to continue eating. But one bite of these and I knew I would have to polish off the ribs. + Burrata cannoli - fun and tasty!+ Beet salad - sounds boring, but actually amazing+ eggplant smear - YUM+ tuna - seared with egg, olives, potatoes. A play on a nicoise and so good Such a solid spot: great service, fun food and lively atmosphere.","10/31/2016","4.0 star rating","https://www.yelp.com/user_details?userid=cqH0qmAXAaB80_jIV2Zf_w","Leila K."
"3 hour wait? Sure, no prob, we'll just take 2 bottles off your finest wine.Drinking... drinking.. drinking.... finally in! The service was lacking off the bat, but due to the place being at capacity it's understandable. But then again for how much you pay, I honestly still don't care how many people you've attended to - don't project your bad day/attitude on me. Food was forgettable, but i can still remember bad taste. We ordered most of everything on the menu, and we only found 1 item to be appetizing. Won't be back anytime soon - only reason for the 2 stars is because of the awesome wine list and beautiful patio.","10/26/2016","2.0 star rating","https://www.yelp.com/user_details?userid=Fk90pPwjyRao-OU4Zbml5A","Michelle P."
"Heard great things about this place and had to try it! It's a must for those loving tapas and wine!We tried:Pig ear - too fried and a bit too oily. It lost its original texture, but I can see it's an interesting way to serve this item so more would try it.Selection of cured meats and cheeses. Jowl, duck proscuitto, jamon serrano... cheese with truffle? This was delicious! I wanted to order more meat and cheeses! Octopus - tasty and well cooked, not rubbery at all.Mix of meats with different sauces - meat nicely cooked and sauces were great. There's one sauce that was spicy - my favorite!Seems like the is always a wait for this place so you're lucky if you can get a table. There are long communal tables outside, but it'll probably be really cold once temperatures drop. It's likely one of the more expensive meals we had in Chicago, but so delicious!","2/7/2017","4.0 star rating","https://www.yelp.com/user_details?userid=gPh8rpoOq2hjyhF2pAdn2A","Lillian C."
"I use this place as an excuse to go to with tourists. Honestly, I'd eat here all the time if I could, but it makes sense to save it for visitors. The location is great and it's unique enough with communal dining and different dishes, but not TOO crazy to scare away the non-locals.I'm obsessed with the bone marrow - I always get that and the pig ear. I'd get those two, the goat cheese with beets and pistachios, a bottle of wine, and I'd be super happy. And if you don't want to wait for an hour, don't go during popular times. Last time I went was a Sunday at 5:30 and I only had to wait 30 minutes. Heads up though - it can take awhile to get your food as it comes out dish by dish.","2/16/2017","5.0 star rating","https://www.yelp.com/user_details?userid=FDK7ye1bleQcXpxzV8T0Zg","Beth M."
"Expect to spend some money here. Lots of small plates that are meant for sharing.Some plates only come with 3 or 4 bites. Lotsss of wines to choose from. You can get a full or half bottle and of course smaller amounts. Got the bone marrow spread twice. Octopus was my favorite. We got the pork tongue, pork belly, lamp ribs, chicken kabob, and the fried shrimp.Very crowded and busy. If you dont like waiting, go during off hour!","10/26/2016","4.0 star rating","https://www.yelp.com/user_details?userid=du3FNaTBIZbGIu0khiT1iw","Catharine L."
