"real_review","real_review_date","real_review_rating","real_user_id","real_user_name "
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"Soothing vibe, always clean and drinks are made to perfection *Strong* :)","7/22/2016","4.0 star rating","XRntFmTzdFYFvnDBgyLdEQ","Jessica C."
"Love this ""hidden gem"", and it's definitely a great place to check out with people visiting the city. I haven't had any food there, but the drinks are seriously good. The only reason this isn't a 5-star is due to the pricing on drinks. I feel like it's a bit much, but perhaps you're paying for the atmosphere and experience.","7/15/2016","4.0 star rating","63MP6_Ky3O5QS88f2WgJIw","Eric S."
"Nice atmosphere, amazing food and drinks, great service. What can you ask for? We really enjoy our happy hour together with friends. Every drink was special, arriving with its own little story and customization. This place is just care so much bout their craft and the place is a one of a kind experience. Prices of drinks are a little pricy but worth it for a good sip. I would highly recommend this spot.","7/3/2016","4.0 star rating","M9MsGse5APbYrHOoUSFt3Q","Jennifer L."
"A fun place but a little over crowded if you like that style.","7/1/2016","4.0 star rating","goZMs8QJUSSVVMAlAPcA4Q","Terry D."
"looks like a great place to go.  love me my asian food.hope they have asian dessert.tea would be great too","6/23/2016","4.0 star rating","8xGZiPQftH8CWQaTrj4L0g","KennyMcCormick M."
"Cool-looking drinks, and a fun night-time vibe. The Tiki Bar concept was really interesting and something new!","6/14/2016","4.0 star rating","7Pcsjw46ThzpzeoU5VJD8g","Gianna R."
"Awesome place with great drinks and a cool tiki bar atmosphere. I recommend you make a reservation prior to coming as the wait can be brutal. The food is nothing to write home about and it is a bit pricey but the drinks are FABULOUS!","6/14/2016","4.0 star rating","PcmcpO_qJeGJ3PW8wR2sbg","Delores C."
"Love the drinks here!  The bar is a little dark though.","6/8/2016","4.0 star rating","wcXrfHtUgrwQZy6vSRG55A","Kate H."
"The food here is really good! Definitely worth trying. I've been there twice already, and already thinking about going back. Go check it out!","6/4/2016","4.0 star rating","6W9EvGZAXmdj72xpsaG4yQ","Frank F."
"Amazing cocktails and fun atmosphere for the weekend start up.","5/31/2016","4.0 star rating","j2NGhWKCSkJ0ovOtVXKJPw","Katt L."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"As if this place needed another review!It's great for the experience - it's hard to find tiki bars in downtown Chicago but if you want to escape for a little bit, it's perfect. The drinks are about $13 and they're strong as hell. 2 will keep you buzzed for the night -- in the best way possible.My friends and I ordered so many but my favorites were the mai tai and the painkillers. You'll see skulls next to a few drinks on the menu. Be careful - they are STRONG.The ambiance is great and if you go on a weeknight, the lines aren't too bad and you'll get a table pretty easily! I would also recommend Lost Lake, since it was started by the same person! It's kind of like a scaled down version of Three Dots. So glad I went! Service was prompt and great too!","5/19/2016","4.0 star rating","AHG6w2TJ4GcXwvm5sYqwsQ","Barbara S."
"I was actually excited for this particular River North tiki couch as soon as I Had learned of it, and I wound up coming here three nights in a row (Thu-Sat). It definitely lives up to the hype! The demonstration of the beverages is just outstanding - garnishes change from banana dolphins (my favourite) to actual blossoms and fruit slices and nautically themed stirrers and tiki cups. The drinks themselves are also rather great, although occasionally it was difficult to identify the difference between a number of the beverages by flavor alone. My top pick for drinks would be the banana daiquiri as well as the solitary isle. Service at a table is top notch too!","4/25/2016","4.0 star rating","eZN5ot2Sn80rwlBIF1gnLA","Lottie Z."
"I really like this place.The drinks are really creative and really strong! The bartender we had was super nice. The food are small bites but they're DELISH and go really well with the cocktails.","4/23/2016","4.0 star rating","OflZagkpnxLoez1hBspjmw","Mandy O."
"Great finger food, fun people, but hard location to get to.","4/21/2016","4.0 star rating","B3wiMUqpmayvrvwMECcrBg","Suzanne R."
"Super hipster and hidden! Great unique drinks & the food is pretty good as well. Every time I go there, the DJ is pretty good.","4/4/2016","4.0 star rating","SVVnObgIRS-0EP88fLtQ8Q","Ashley W."
"Very cool place, get there early so you don't have to wait in line. Fun place to take visitors coming into the city.","3/30/2016","4.0 star rating","Psa7wUc0GtR-KpddFIwrvQ","Sean M."
"This is definitely a good place to hang-out to together with your friends or for a night out. Decent price. Decent place and Excellent Service. We had a great time together with my friends. Drinking fine wine while chit chatting. For a complement, we ordered some their special menus 5 spice ribs and flaming shrimp. The sauces and the garnishes that they put complement the flavorful taste. I enjoyed their different styles and quality of their food. It's so unique. Presentation was perfect. It looks so nice and creative. Dish tastes so delectable. We enjoyed everything on it. They have also selective of fine wines to choose from.Warning: This place is too crowded at night.  If you want to have a seat, you need to come early or better you made a reservation.Service is friendly. Staffs are helpful and attentive. Absolutely, I also love their modern and classy decor. It looks cool and nice. Ambiance is cool and perfect. Definitely, looking forward to come back soon to try some of their authentic dish.","3/28/2016","4.0 star rating","QoDWWdU1dTnzBwdWjCPStg","Riley G."
"Love the drinks, love the music, love the atmosphere, love they have GF options on the menu. Hate waiting in line in the rain, but like they don't let it get over crowded.","3/18/2016","4.0 star rating","ehXiPoG0EgxLf2IL27zg-A","k b."
"Me and my boyfriend, having a great time staying here,because of nice ambiance of place. It looks like you are on the beach resto, seeing beautiful and cute decors.and a nice mugs and glasses,that it is fancy to look. They have a great food such as Thai Fried Chicken and Coconut Shrimp, and for a complement, we add cocktail ( PainKiller No.639) for refreshing.  A li'l bit problem, It takes too long to wait for an order to be served to you, so you need to have a strategy, not be bored while waiting for your order. But,It's worth the wait ,co'z they give the right order that is well prepared for you. And second, this place is too crowded, if you go late at night,so it's hard to find a nice spot to eat and drink. If you want to have nice spot, you need to take a reservation on it. or you come a little bit early,to find a nice spot.","3/10/2016","4.0 star rating","kgn23PCroBbmrpg52Wy-Xg","Kyle J."
"I would call this place ""A not ordinary Bar/Asian Fusion""Its a middle class restaurant with amazing dishes. Specially the flaming shrimp, its kinda extra ordinary to me because I always have my meals at fast food restaurant or steakhouses.+ points for your service, its a refreshing feeling to know they can took care all of their customers at the same time.","2/18/2016","4.0 star rating","jvK4uA_bpMF0eJ69jHOz4Q","Amy R."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"tropical and really fun; expensive drinks but they are strong","2/17/2016","4.0 star rating","NEgzqMaVtK1gd8kmoXY4qA","Bridget C."
"Pretty cool little spot that my friends brought me to. I didn't know they were even there. Drinks were good. Will be back.","1/27/2016","4.0 star rating","NFTN3eOYBLNVnSfoiX_QnQ","Brittany W."
"I really like the tiki bar! So cool and fun. Drinks and appetizers were great.","1/21/2016","4.0 star rating","6hNfja8dtRepMb7Zr9hPQg","Alicia R."
"Awesome scenery and great drinks! We will be back here again","1/17/2016","4.0 star rating","lG8wXS9HeL1LCuVSynW9-w","Steve F."
"Really enjoyed this place. Mys husband and I are going to be going here for now on because of a number of reason most of which the food is wonderful and the drinks are spot on. The entrance is a little clumsy, otherwise most certainly worth the little hiccup. We'll come back.","12/14/2015","4.0 star rating","xQpOjhtGB5DIPR9Ak-5S5Q","Trish B."
"THE DRINKS ARE SO STRONG! I was halfway through my first drink and was already drunk! Love how they make them and the cool cups they're in. I also like the atmosphere, it's quite comical when your around a bunch of tropical hawaiian stuff and it's 20 degrees outside.","12/8/2015","4.0 star rating","-ZEeWnmZARXd84wWNtNO3Q","Olivia K."
"drinks are nice and strong. u definitely have to get to this place early if u want a seat.","11/15/2015","4.0 star rating","LEQlXGYis1JwPmlOzyYHnQ","Maranda B."
"The Saturn is my favorite drink, but all the drinks offer something refreshing and strong!  The food is pretty flavorful, but the portions are small. Reservations are a must!","11/4/2015","4.0 star rating","-iO4G-kxbG3SzNpji44y6Q","Chyvonne G."
"My sister and I took my mom here for her Birthday in March. We had a great time, she loved it! The service was awesome and quick! So many cool drinks to chose from. The appetizers there were good also. We will definitely be back!","10/20/2015","4.0 star rating","HevLHg-jb6gw9tfkwQGQVQ","Teresa E."
"Interesting tiki bar, hidden in an alley way.  I went a little earlier in the night, so there was no line to get in.  Once I was in, it was quite tight.  The tropical drinks are prettier than they are alcoholic.  If you want a table, I'd recommend making a reservation.  If you don't mind standing, it's a-okay.  I'd check it out, if you're in the area.","8/25/2015","4.0 star rating","AoCDXMThK3oOpUQ5BkTIxg","Nancy V."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"this place is awesome just make sure you have a reservation.","5/17/2015","4.0 star rating","68_UUhIes513aLHMk6twkA","Sinan A."
"I went here on a Thursday night after 5. We found a spot at the bar right away. Drinks were good, my favorite being the 3 Dots and a Dash. My MaiTai was a bit bland as MaiTais go. Loved the atmosphere. The skulls rock. Prices were a bit high.  The food was good but the portions were a bit small for the price. I wanted a glass, but $20 is a bit steep especially when you just paid $13 for the drink (Trader Vicks used to give you the glass for free). The Bartender was excellent. I would go back, but probably just start my night here have one or two drinks and move on.","5/12/2015","4.0 star rating","Xkql7kTOHV1wYFuFCV2Lcg","Dan M."
"Cool spot but very busy!  Drinks are great food is limited but I think the drinks outweigh the limited food options.  Great Tiki themed restaurant ""hidden"" in an alley.","4/17/2015","4.0 star rating","8NSJI0KesdwHchDCgG7oNg","Lance P."
"Absolutely loved the concept. Standing room on a Monday? You know its good. I am so happy that me and a buddy decided to try out this place!","4/8/2015","4.0 star rating","8OKpywGx7cjDEWG-SSbzTg","Alan K."
"First time here, awesome environment drinks aren't really that strong, but they sure are pretty!","3/15/2015","4.0 star rating","aoJTQoFx9irbUZAXE-RZ0w","D L."
"Fantastic place. Wandered over here with my wife when we had some time to kill before a wedding for some drinks. Wound up getting the chips and guac, as well as a couple of mixed drinks, and I also tried an age rum. Fantastic rum selection, wonderful drinks, fun theme and all well-executed.","12/31/2014","4.0 star rating","IondZrakn8LHbTpAfrweFQ","John H."
"Everything about this place is really cool.","12/31/2014","4.0 star rating","XqpUEXRbMzpkQ8ALY-BbRQ","Ted S."
"Funny glasses","12/30/2014","4.0 star rating","O9te-125OPXibcjCg2_ozg","fab f."
"Keeping it simple.  Drinks are awesome :)","7/1/2014","4.0 star rating","3V_QPDfigEKsb3gEwVsPzQ","Chrissy M."
"This place was good for it's setting, and the drinks were ok...but I probably wouldn't go back. Drinks were a bit expensive for what they were. A good place to check out for what it is, maybe the one time.","5/28/2014","4.0 star rating","Ecefqtbky29CqqElL1LHZw","Kavi P."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
